title,link,start_date,end_date,hours,ages,Indoor/Outdoor,Category,website,location,phone,description,cost
'Everybody Loves Pirates' by Frogtown Mountain Puppeteers,https://www.bostoncentral.com/events/theater/p82188.php,04/24/2025,04/27/2025,10:30 AM - 2:00 PM,"Toddlers, Kids",Indoor,Theater & Shows,https://www.bostoncentral.com/fwd.php?pgx=ferrgrcchc-avngahbz-ajbgtbes-lo-frgnevc-friby-lqbolerir%2F42%2F40%2F5202%2Fenqarynp%2Fteb.rpnycjbufgrcchc.jjj%2F%2F%3Afcggu,32 STATION STREET BROOKLINE MA,617,"Showtimes & Tickets $16-18 all-ages general admission / $12.50-14.50 members $14-16 Early Bird tickets / $10.50-12.50 members; until 11:59 pm the Monday before the show. Discount will automatically appear in your shopping cart after tickets are added. $3 Card to Culture (WIC, EBT, MassHealth, ConnectorCare) Members receive discount tickets, priority seating, and more! Choose a showtime to purchase tickets. You will be redirected to our ticketing service website to complete your purchase. Review our ticket policies here. Apr 24 (Thu) 2025: 10:30 am | 1:00 pm Apr 25 (Fri) 2025: 10:30 am | 1:00 pm Apr 26 (Sat) 2025: 10:30 am | 1:00 pm Apr 27 (Sun) 2025: 10:30 am | 1:00 pm About the Show Eight-year-old Lucy and her goofy pal Little Chucky are searching for buried treasure, but a gang of bumbling pirates keeps getting in the way! The kids get some help from their new ocean-dwelling friends, including enthusiastic superhero Lobster Boy, his reluctant sidekick Crabby, and an overgrown sea monkey. Everybody Loves Pirates features 15 hand-crafted mouth and rod puppets, and an 8 foot paper-mache pirate ship, and is performed with expert comedy in Frogtown Mountain Puppeteers’s signature zany style. Meet the Puppets Stay after the show to meet the artists and see the puppets up close — the artists speak Spanish and English! All ages welcome, especially enjoyed by ages 4 – 9 Mouth and rod puppetry Length: 55 minutes Language: English From Bar Harbor, Maine! About the Artist Frogtown Mountain Puppeteers is a puppetry troupe based in Bar Harbor, Maine, and is comprised of three siblings — brothers Erik and Brian Torbeck and sister Robin (Torbeck) Erlandsen. Founded in 2000, Frogtown Mountain Puppeteers has performed at festivals, schools, libraries and theaters in the United States and Canada. They write and create all the shows they perform and have received three Citations of Excellence from UNIMA-USA, the highest national award in puppetry.",$18
Train with Wonder Woman,https://www.bostoncentral.com/events/performances/p82208.php,04/24/2025,04/24/2025,10:30 am to 11:30 am,Kids,Indoor,Performances,https://www.bostoncentral.com/fwd.php?pgx=NH2hCITXZOe0wwDabKBxzB%2Ff%2Fravtar_zebs%2Fzbp.fzebsyty.rehprf%2F%2F%3Afcggu,132 MAIN STREET WENHAM MA,9784682377,"The powerful Wonder Woman is leaving the Hall of Justice to train future heroes! Do you have what it takes? Join the iconic superheroine for an action-packed event featuring movement, games, and super fun training course. It’s sure to be an epic experience! Performances at 10:30 AM and 2:30 PM. Advanced Reservations Required. Tickets to this special program also include admission to the Wenham Museum’s galleries and exhibitions. TICKETS: $8 Child/Adult/Senior Free for Under 2 years of age Recommended for ages 3+. Wonder Woman is presented by Pretty Princess Parties.",$8
School Vacation Event with Kindness Rocks Founder Megan Murphy,https://www.bostoncentral.com/events/books/p82240.php,04/24/2025,04/24/2025,10:30 am - 12:00 pm,Kids,Indoor,Books & Poetry,https://www.bostoncentral.com/fwd.php?pgx=ebgnrepgqgqqb%3Dssn%3F724816796118-fgrxpvg-lucehz-antrz-erqahbs-fxpbe-ffraqavx-ugvj-garir-abvgnpni-ybbupf%2Fr%2Fzbp.rgveogarir.jjj%2F%2F%3Afcggu,"THE LENOX HOTEL, 61 EXETER STREET BOSTON MA",N/A,"The Lenox is excited to welcome the Kindness Rocks Project founder, Megan Murphy who will read her latest book, 'Kindness Rocks'. This picture book celebrates the power of kind words and actions and is perfect for children ages 4-8. Each child will receive one rock to paint during the event, as well as a kit to take home. WHEN: Thursday, April 24, 2025 WHERE: The Lenox, 61 Exeter Street, Boston MA PROGRAM: 10:30AM - 12:00 PM TICKETS INCLUDE: • Admission to the program • A Rock Painting Kit • Cookies & Milk *Books will also be available for sale at the event, as well as additional Rock Painting Kits",$18 - $23.18
Eggs-plorer Quest: Community Easter Egg Hunt at Umass Boston,https://www.bostoncentral.com/events/art/p82284.php,04/24/2025,04/24/2025,1:00 PM to 4:00 PM,"Toddlers, Kids",Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=9EPJMsp94oAd8vhnL%2Fryt.fzebs%2F%2F%3Afcggu,100 WILLIAM T MORRISSEY BLVD DORCHESTER MA,617,"The Early Minds Lab is hosting our annual Easter Egg Hunt on Thursday, April 24th from 1 pm to 4 pm. We invite all families to celebrate the April school vacation with us for an afternoon full of fun, including crafts, egg hunting, face painting, and research activities. The event will take place on the first floor of the Integrated Science Complex Building at the University of Massachusetts Boston. It’s the perfect opportunity for children ages 4-8 to enjoy a day of exciting activities. If you’d like to attend, please fill out the RSVP form . WEBSITE ↑ top forms.gle/Yaui8qNb49cfZWCR9 LOCATION ↑ top 100 William T Morrissey Blvd, Dorchester, MA, 02125 map Phone: 617-287-6363 RELATED LINKS ↑ top Profiles Arts & Crafts Localities Boston Events Eggs-plorer Quest: Community Easter Egg Hunt at Um... , 4/24/25-4/24/25 Info changes frequently. We cannot warrant it.  Verify with Eggs-plorer Quest: Community Easter Egg Hunt at Umass Boston before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Hidden Water: April Vacation Week Activities at Waterworks Museum,https://www.bostoncentral.com/events/schoolvacationweek/p82320.php,04/24/2025,04/24/2025,11:00 am - 3:00 pm,"Kids, Teens",Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=%2Ffxebjergnj-rug-gn-frvgvivgpn-xrrj-abvgnpni-yvecn-ergnj-arqqvu%2Ffgarir%2Fteb.zhrfhzfxebjergnj%2F%2F%3Afcggu,2450 BEACON STREET CHESTNUT HILL MA,617,"Looking for something fun to do over April Vacation Week? Join us at the Waterworks Museum on April 24th from 11am to 3pm to enjoy some family-friendly, hands-on activities and learn more about the “hidden water” in everyday things like food and clothes. Find out how much water it takes to create your favorite meal! Make an egg carton creature to take home! Tickets are only $5 per participant and parents, guardians, and chaperones (as well as babies in arms) are free! As part of our commitment to the Mass Cultural Council's Card to Culture program, this fee will be waived for EBT, WIC, and ConnectorCare cardholders. Please help us monitor capacity by reserving your tickets today. We hope to see you there!",$5 per participant
Panel Discussion: Celebrating America’s 250th through Children’s Books,https://www.bostoncentral.com/events/books/p82341.php,04/24/2025,04/24/2025,6:00 pm - 8:00 pm,"Kids, Adults",Indoor,Books & Poetry,https://www.bostoncentral.com/fwd.php?pgx=WwyfofDrW-_pmuNb6is23HmaJb7vOEmD9wrlzSm9S6HotbslOcbBOzsN%3Dqvgyfef%3F052-npverzn%2Fzbp.fxbbogbbsreno.jjj%2F%2F%3Afcggu,15 MONUMENT ST CONCORD MA,6175760660,"How does a globally focused children’s publisher celebrate America’s 250th anniversary while also acknowledging the complex history of the nation? Join us for nibbles, wine, and a panel discussion with Rise Up!: Powerful Protests in American History (Barefoot Books) author Rachel Katz and Barefoot Books CEO and Co-Founder Nancy Traversy on the story behind Rise Up!, Barefoot Books’ America 250 collection, and ways to engage children in a hopeful discussion on our nation’s future. For ages 10+. Copies of Rise Up! and Discover Concord’s Discover the Battle Road available for purchase. WEBSITE ↑ top www.barefootbooks.com/america-250?srsltid=AfmBOopByfogbU6F9zFmyej9QzRBi7oWnzU32fv6oAhzc_-JeQsbsljJ LOCATION ↑ top 15 Monument St, Concord, MA, 01742 map Phone: 6175760660 RELATED LINKS ↑ top Profiles Books & Poetry Localities Concord Events Panel Discussion: Celebrating America’s 250th th... , 4/24/25-4/24/25 Info changes frequently. We cannot warrant it.  Verify with Panel Discussion: Celebrating America’s 250th through Children’s Books before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
DadPowered Free Toy Day,https://www.bostoncentral.com/events/communityaction/p82345.php,04/24/2025,04/24/2025,2:00 p.m. to 6:00 p.m.,"Infants, Toddlers, Kids",Indoor,Community Action,https://www.bostoncentral.com/fwd.php?pgx=gvqr%2F8-vu4bs2vHOMn2Y5bMKn2zgOdH7yMs59kfY10nCE4aQ1%2Fq%2Ffzebs%2Fzbp.rytbbt.fpbq%2F%2F%3Afcggu,1041 PEARL STREET SUITE L BROCKTON MA,5088570272,"DadPowered Support Group: Free Toy Day for Dad and Me Dads can come with their children ages 0 to 12, to spend quality time together while picking out a free toy to take home. During this event moms will enjoy some relaxing quiet time at home taking care of herself. Click HERE to register. WEBSITE ↑ top docs.google.com/forms/d/1Dn4RPa01Lsx95fZl7UqBtm2aXZo5L2aZBUi2fo4hi-8/edit LOCATION ↑ top 1041 Pearl Street Suite L, Brockton, MA, 02301 map Phone: 5088570272 RELATED LINKS ↑ top Profiles Community Action Events DadPowered Free Toy Day , 4/24/25-4/24/25 Info changes frequently. We cannot warrant it.  Verify with DadPowered Free Toy Day before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Spring Break at Arsenal Yards,https://www.bostoncentral.com/events/seasonalfun/p82381.php,04/24/2025,04/24/2025,10:00 am - 11:30 am,"Kids, Teens, Adults",Outdoor,Seasonal Fun,https://www.bostoncentral.com/fwd.php?pgx=9280207190031-fgrxpvg-fqenl-ynarfen-gn-xnreo-tavecf%2Fr%2Fzbp.rgveogarir.jjj%2F%2F%3Afcggu,130 ARSENAL YARDS BOULEVARD WATERTOWN MA,N/A,"Welcome to Spring Break at Arsenal Yards! Come join us for a fun-filled family day of activities Arsenal Yards. Get ready to see Harry from Good News Gus 'conducting' a whole variety show with his traveling caboose, music, puppets, surprises and more. Enjoy spring break the Arsenal Yards way! Date: Thursday, April 24th 2024 Time: 10:00 am - 11:30 pm Good News Gus performance starts at 10:00 am and goes until 10:45 am Location: The River Green *outside of Shake Shack Bring your friends and family for a morning of laughter and memories. Don't miss out on this exciting opportunity to celebrate spring break in style at Arsenal Yards. RSVP TODAY! RSVP isn't required but recommended to get up to date information regarding the event. This event will be photographed and by attending you agree to be in photography that could be used for Arsenal Yards website or other marketing purposes. This event is also weather dependent and Arsenal Yards reserves the right to cancel in the case of inclement weather. WEBSITE ↑ top www.eventbrite.com/e/spring-break-at-arsenal-yards-tickets-1300917020829 LOCATION ↑ top 130 Arsenal Yards Boulevard, Watertown, MA, 02472 map RELATED LINKS ↑ top Profiles Seasonal Fun Localities Watertown Events Spring Break at Arsenal Yards , 4/24/25-4/24/25 Info changes frequently. We cannot warrant it.  Verify with Spring Break at Arsenal Yards before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Michael W. Smith - Beyond the Far Horizon Tour,https://www.bostoncentral.com/events/music/p81122.php,04/25/2025,04/25/2025,7:00 pm,Adults,Indoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=%2Fugvzf-j-yrnupvz%2Ffgarir%2Fzbp.regnrugynvabybpabferzr.jjj%2F%2F%3Afcggu,106 BOYLSTON STREET BOSTON MA,N/A,"Multi-Platinum singer-songwriter, Michael W. Smith, is excited to come to Boston with his BEYOND THE FAR HORIZON TOUR. Michael is bringing a whole new dimension to this tour with a reimagined live show, featuring brand new music that ventures into new creative ground, while still resonating with long-time fans through beloved hits and uplifting worship moments.",$$see below
2025 CT Spring Boat Show to Benefit Sails Up 4 Cancer,https://www.bostoncentral.com/events/fundraiser/p81313.php,04/25/2025,04/27/2025,Hours Varysee below,"Kids, Teens, Adults",Outdoor,Fundraisers,https://www.bostoncentral.com/fwd.php?pgx=%2Fzbp.jbufgnbotavecfgp.jjj%2F%2F%3Afcggu,11 FERRY STREET ESSEX CT,203,"New England's First In-Water Boat Show! The 2025 Connecticut Spring Boat Show will be held Friday, April 25th 1-6pm, Saturday, April 26th 10am-5pm and Sunday, April 27th 1st 10am-5pm at Safe Harbor Essex Island 11 Ferry Street, Essex, CT. Advance Three-Day Tickets are available now at $20 per adult and are free for children 13 and under. Tickets grant access to the show all weekend long. Walk-up, day-of tickets are $22 per adult. 50% of the ticket proceeds will benefit Sails Up 4 Cancer. In past years over $25,000 was raised for the organization. Boaters from all over New England down to New York get excited to visit the Connecticut Spring Boat Show. Visitors will enjoy seeing a wide range of new and brokerage, power and sail models ranging from 20ft to larger than 65ft from leading boat brands. In addition to boats on the dock, the show will have yacht brokers, gear, artists, accessories, and service companies exhibiting on the lawn, and live music throughout the weekend. The in-water boat show is the first of the season, featuring the latest innovations in boating, sailing, and fishing while supporting a great cause. Show attendees from Connecticut, New York, New England and beyond attend the annual show to compare boats and talk directly with dealers and manufacturers all in one beautiful location. The in-water setting allows interested boat buyers to climb aboard boats in the water, with sea trials available. Tickets may be purchased HERE . The show is a production of WindCheck Magazine and hosted by Safe Harbor Essex Island Marina. Show sponsors include Essex Boat Works, Essex Steam Train and Riverboat, Gowrie Group, The Griswold Inn, WindCheck Magazine, the Yacht Brokers Association of America (YBAA), and Maritime Insurance. Sails Up 4 Cancer is a non-profit organization and local charity who distributes funds raised to families impacted by cancer. To learn more, go to SU4C.org . Visit www.ctspringboatshow.com for more information. HOURS ↑ top The 2025 Connecticut Spring Boat Show will be held Friday, April 25th 1:00 pm - 6:00 pm, Saturday, April 26th 10:00 am - 5:00 pm and Sunday, April 27th 1st 10:00 am - 5:00 pm",$$see below
